PICKUP_DATE,PICKUP_DAY,PICKUP_TIME,NUMBER_OF_TRIP
2014-03-11,Tuesday,11 hr,6
2014-08-13,Wednesday,11 hr,6
2014-10-26,Sunday,18 hr,6
2014-08-05,Tuesday,17 hr,6
2014-07-12,Saturday,2 hr,6
2014-10-28,Tuesday,17 hr,6
2014-12-09,Tuesday,7 hr,6
2014-12-15,Monday,7 hr,6
2014-06-18,Wednesday,16 hr,6
2014-12-30,Tuesday,6 hr,6
2014-07-02,Wednesday,16 hr,6
2014-07-18,Friday,7 hr,6
2014-11-08,Saturday,2 hr,6
2014-10-07,Tuesday,18 hr,6
2014-08-20,Wednesday,17 hr,6
2014-07-28,Monday,14 hr,6
2014-02-06,Thursday,14 hr,6
2014-06-27,Friday,20 hr,6
2014-03-14,Friday,12 hr,6
2014-07-21,Monday,17 hr,6
2014-09-12,Friday,17 hr,6
2014-10-02,Thursday,13 hr,6
2014-08-21,Thursday,18 hr,6
2014-02-05,Wednesday,22 hr,6
2014-11-11,Tuesday,9 hr,6
2014-11-25,Tuesday,18 hr,6
2014-05-06,Tuesday,16 hr,6
2014-02-15,Saturday,1 hr,6
2014-05-27,Tuesday,10 hr,6
2014-11-29,Saturday,16 hr,6
2014-06-12,Thursday,23 hr,6
2014-07-02,Wednesday,11 hr,6
2014-07-01,Tuesday,6 hr,6
2014-07-31,Thursday,0 hr,6
2014-10-07,Tuesday,20 hr,6
2014-10-09,Thursday,23 hr,6
2014-10-23,Thursday,19 hr,6
2014-09-13,Saturday,20 hr,6
2014-10-12,Sunday,18 hr,6
2014-06-20,Friday,19 hr,6
2014-01-09,Thursday,16 hr,6
2014-05-12,Monday,9 hr,6
2014-05-11,Sunday,21 hr,6
2014-06-16,Monday,14 hr,6
2014-06-30,Monday,10 hr,6
2014-12-06,Saturday,12 hr,6
2014-08-04,Monday,12 hr,6
2014-10-01,Wednesday,12 hr,6
2014-06-23,Monday,11 hr,6
2014-10-13,Monday,18 hr,6
2014-09-02,Tuesday,12 hr,6
2014-03-20,Thursday,21 hr,6
2014-09-27,Saturday,22 hr,6
2014-10-21,Tuesday,8 hr,6
2014-01-21,Tuesday,8 hr,6
2014-05-11,Sunday,16 hr,6
2014-04-25,Friday,14 hr,6
2014-06-19,Thursday,17 hr,6
2014-10-28,Tuesday,15 hr,6
2014-10-19,Sunday,11 hr,6
2014-05-31,Saturday,4 hr,6
2014-12-11,Thursday,8 hr,6
2014-05-24,Saturday,18 hr,6
2014-04-27,Sunday,20 hr,6
2014-10-16,Thursday,9 hr,6
2014-06-25,Wednesday,20 hr,6
2014-04-18,Friday,13 hr,6
2014-04-28,Monday,8 hr,6
2014-07-23,Wednesday,12 hr,6
2014-09-08,Monday,19 hr,6
2014-12-01,Monday,14 hr,6
2014-02-27,Thursday,15 hr,6
2014-01-02,Thursday,16 hr,6
2014-11-01,Saturday,9 hr,6
2014-11-15,Saturday,9 hr,6
2014-12-17,Wednesday,23 hr,6
2014-04-10,Thursday,10 hr,6
2014-10-12,Sunday,13 hr,6
2014-10-27,Monday,16 hr,6
2014-01-27,Monday,8 hr,6
2014-06-24,Tuesday,20 hr,6
2014-03-23,Sunday,15 hr,6
2014-02-02,Sunday,14 hr,6
2014-08-26,Tuesday,21 hr,6
2014-08-28,Thursday,8 hr,6
2014-03-08,Saturday,17 hr,6
2014-08-19,Tuesday,12 hr,6
2014-08-29,Friday,9 hr,6
2014-04-06,Sunday,15 hr,6
2014-08-20,Wednesday,12 hr,6
2014-11-11,Tuesday,21 hr,6
2014-08-29,Friday,21 hr,6
2014-01-16,Thursday,8 hr,6
2014-07-26,Saturday,14 hr,6
2014-08-10,Sunday,19 hr,6
2014-10-18,Saturday,9 hr,6
2014-10-29,Wednesday,15 hr,6
2014-08-01,Friday,21 hr,6
2014-11-12,Wednesday,22 hr,6
2014-06-20,Friday,9 hr,6
2014-01-24,Friday,13 hr,6
2014-10-06,Monday,13 hr,6
2014-08-30,Saturday,13 hr,6
2014-05-25,Sunday,23 hr,6
2014-11-26,Wednesday,20 hr,6
2014-03-21,Friday,7 hr,6
2014-11-18,Tuesday,8 hr,6
2014-09-09,Tuesday,18 hr,6
2014-01-27,Monday,22 hr,6
2014-05-19,Monday,12 hr,6
2014-06-27,Friday,1 hr,6
2014-05-30,Friday,8 hr,6
2014-04-25,Friday,0 hr,6
2014-04-26,Saturday,11 hr,6
2014-12-21,Sunday,15 hr,6
2014-03-01,Saturday,16 hr,6
2014-08-10,Sunday,0 hr,6
2014-07-25,Friday,18 hr,6
2014-08-08,Friday,8 hr,6
2014-11-30,Sunday,2 hr,6
2014-09-19,Friday,10 hr,6
2014-04-12,Saturday,3 hr,6
2014-01-15,Wednesday,21 hr,6
2014-10-30,Thursday,16 hr,6
2014-08-18,Monday,17 hr,6
2014-03-05,Wednesday,11 hr,6
2014-05-06,Tuesday,11 hr,6
2014-12-15,Monday,9 hr,6
2014-03-29,Saturday,22 hr,6
2014-08-30,Saturday,1 hr,6
2014-09-24,Wednesday,20 hr,6
2014-11-03,Monday,14 hr,6
2014-12-18,Thursday,17 hr,6
2014-06-22,Sunday,15 hr,6
2014-10-07,Tuesday,13 hr,6
2014-02-21,Friday,18 hr,6
2014-11-23,Sunday,12 hr,6
2014-01-21,Tuesday,15 hr,6
2014-11-18,Tuesday,20 hr,6
2014-12-24,Wednesday,21 hr,6
2014-09-25,Thursday,0 hr,6
2014-08-03,Sunday,3 hr,6
2014-09-02,Tuesday,19 hr,6
2014-08-16,Saturday,1 hr,6
2014-03-30,Sunday,20 hr,6
2014-04-04,Friday,13 hr,6
2014-01-01,Wednesday,10 hr,6
2014-07-02,Wednesday,18 hr,6
2014-04-01,Tuesday,10 hr,6
2014-12-31,Wednesday,11 hr,6
2014-02-14,Friday,12 hr,6
2014-11-29,Saturday,9 hr,6
2014-04-25,Friday,15 hr,6
2014-06-13,Friday,16 hr,6
2014-02-13,Thursday,23 hr,6
2014-01-28,Tuesday,10 hr,6
2014-04-28,Monday,16 hr,6
2014-10-15,Wednesday,17 hr,6
2014-10-02,Thursday,21 hr,6
2014-12-02,Tuesday,18 hr,6
2014-09-21,Sunday,16 hr,6
2014-08-31,Sunday,20 hr,6
2014-12-26,Friday,7 hr,6
2014-07-30,Wednesday,14 hr,6
2014-11-22,Saturday,22 hr,6
2014-12-29,Monday,12 hr,6
2014-03-24,Monday,8 hr,6
2014-04-09,Wednesday,12 hr,6
2014-10-02,Thursday,9 hr,6
2014-01-20,Monday,7 hr,6
2014-04-10,Thursday,18 hr,6
2014-06-18,Wednesday,13 hr,6
2014-11-02,Sunday,21 hr,6
2014-12-14,Sunday,22 hr,6
2014-01-28,Tuesday,17 hr,6
2014-11-18,Tuesday,9 hr,6
2014-12-15,Monday,17 hr,6
2014-02-16,Sunday,14 hr,6
2014-06-05,Thursday,6 hr,6
2014-01-19,Sunday,0 hr,6
2014-05-25,Sunday,2 hr,6
2014-07-05,Saturday,22 hr,6
2014-12-10,Wednesday,14 hr,6
2014-02-15,Saturday,16 hr,6
2014-05-29,Thursday,19 hr,6
2014-02-06,Thursday,17 hr,6
2014-05-14,Wednesday,15 hr,6
2014-06-28,Saturday,21 hr,6
2014-07-05,Saturday,10 hr,6
2014-03-21,Friday,16 hr,6
2014-06-25,Wednesday,22 hr,6
2014-02-20,Thursday,12 hr,6
2014-09-13,Saturday,13 hr,6
2014-05-31,Saturday,12 hr,6
2014-07-22,Tuesday,13 hr,6
2014-07-19,Saturday,22 hr,6
2014-01-18,Saturday,2 hr,6
2014-09-15,Monday,18 hr,6
2014-09-14,Sunday,11 hr,6
2014-08-01,Friday,14 hr,6
2014-08-19,Tuesday,7 hr,6
2014-07-03,Thursday,10 hr,6
2014-04-07,Monday,8 hr,6
2014-12-04,Thursday,22 hr,6
2014-10-18,Saturday,11 hr,6
2014-06-09,Monday,14 hr,6
2014-10-16,Thursday,11 hr,6
2014-05-12,Monday,18 hr,6
2014-09-27,Saturday,23 hr,6
2014-02-10,Monday,10 hr,6
2014-11-20,Thursday,10 hr,6
2014-12-31,Wednesday,23 hr,6
2014-05-31,Saturday,19 hr,6
2014-10-26,Sunday,15 hr,6
2014-11-16,Sunday,12 hr,6
2014-09-28,Sunday,11 hr,6
2014-01-13,Monday,10 hr,6
2014-07-24,Thursday,14 hr,6
2014-02-07,Friday,23 hr,6
2014-04-26,Saturday,13 hr,6
2014-09-26,Friday,17 hr,6
2014-11-21,Friday,16 hr,6
2014-09-04,Thursday,11 hr,6
2014-10-18,Saturday,16 hr,6
2014-09-11,Thursday,11 hr,6
2014-09-17,Wednesday,22 hr,6
2014-07-07,Monday,8 hr,6
2014-12-01,Monday,10 hr,6
2014-07-19,Saturday,1 hr,6
2014-03-25,Tuesday,7 hr,6
2014-05-13,Tuesday,6 hr,6
2014-12-06,Saturday,10 hr,6
2014-07-29,Tuesday,21 hr,6
2014-09-29,Monday,9 hr,6
2014-01-17,Friday,22 hr,6
2014-04-26,Saturday,8 hr,6
2014-06-07,Saturday,9 hr,6
2014-02-17,Monday,0 hr,6
2014-03-29,Saturday,1 hr,6
2014-06-05,Thursday,1 hr,6
2014-08-10,Sunday,3 hr,6
2014-10-04,Saturday,9 hr,6
2014-07-13,Sunday,22 hr,6
2014-08-18,Monday,20 hr,6
2014-05-02,Friday,1 hr,6
2014-11-10,Monday,14 hr,6
2014-12-08,Monday,10 hr,6
2014-07-09,Wednesday,18 hr,6
2014-07-05,Saturday,15 hr,6
2014-09-10,Wednesday,12 hr,6
2014-05-30,Friday,11 hr,6
2014-12-14,Sunday,10 hr,6
2014-12-23,Tuesday,12 hr,6
2014-04-27,Sunday,16 hr,6
2014-02-20,Thursday,14 hr,6
2014-03-26,Wednesday,0 hr,6
2014-09-02,Tuesday,22 hr,6
2014-05-23,Friday,20 hr,6
2014-02-24,Monday,22 hr,6
2014-07-03,Thursday,22 hr,6
2014-09-22,Monday,9 hr,6
2014-04-06,Sunday,11 hr,6
2014-05-11,Sunday,18 hr,6
2014-10-01,Wednesday,17 hr,6
2014-06-30,Monday,7 hr,6
2014-08-15,Friday,17 hr,6
2014-04-29,Tuesday,15 hr,6
2014-03-14,Friday,2 hr,6
2014-10-13,Monday,21 hr,6
2014-10-27,Monday,11 hr,6
2014-01-29,Wednesday,7 hr,6
2014-06-23,Monday,14 hr,6
2014-10-12,Sunday,16 hr,6
2014-10-31,Friday,10 hr,6
2014-10-05,Sunday,21 hr,6
2014-08-25,Monday,15 hr,6
2014-02-19,Wednesday,15 hr,6
2014-08-28,Thursday,10 hr,6
2014-03-26,Wednesday,12 hr,6
2014-04-30,Wednesday,19 hr,6
2014-05-26,Monday,21 hr,6
2014-05-30,Friday,18 hr,6
2014-12-20,Saturday,19 hr,6
2014-10-13,Monday,11 hr,6
2014-11-07,Friday,13 hr,6
2014-08-07,Thursday,21 hr,6
2014-06-07,Saturday,2 hr,6
2014-02-05,Wednesday,13 hr,6
2014-11-29,Saturday,19 hr,6
2014-09-08,Monday,9 hr,6
2014-06-13,Friday,6 hr,6
2014-05-13,Tuesday,13 hr,6
2014-12-19,Friday,14 hr,6
2014-04-16,Wednesday,17 hr,6
2014-12-20,Saturday,1 hr,6
2014-01-27,Monday,17 hr,6
2014-05-11,Sunday,14 hr,6
2014-05-03,Saturday,3 hr,6
2014-05-03,Saturday,15 hr,6
2014-01-08,Wednesday,17 hr,6
2014-07-04,Friday,14 hr,6
2014-06-05,Thursday,15 hr,6
2014-03-21,Friday,12 hr,6
2014-07-03,Thursday,14 hr,6
2014-06-22,Sunday,13 hr,6
2014-04-21,Monday,8 hr,6
2014-02-05,Wednesday,8 hr,6
2014-08-27,Wednesday,0 hr,6
2014-05-16,Friday,11 hr,6
2014-08-11,Monday,12 hr,6
2014-12-27,Saturday,18 hr,6
2014-12-16,Tuesday,14 hr,6
2014-01-20,Monday,11 hr,6
2014-12-03,Wednesday,6 hr,6
2014-12-21,Sunday,20 hr,6
2014-02-22,Saturday,3 hr,6
2014-03-12,Wednesday,6 hr,6
2014-08-08,Friday,22 hr,6
2014-04-24,Thursday,16 hr,6
2014-12-18,Thursday,8 hr,6
2014-11-15,Saturday,16 hr,6
2014-06-29,Sunday,10 hr,6
2014-03-15,Saturday,17 hr,6
2014-05-20,Tuesday,16 hr,6
2014-09-20,Saturday,13 hr,6
2014-03-11,Tuesday,23 hr,6
2014-09-12,Friday,22 hr,6
2014-04-12,Saturday,13 hr,6
2014-06-18,Wednesday,11 hr,6
2014-02-20,Thursday,10 hr,6
2014-03-20,Thursday,23 hr,6
2014-05-25,Sunday,18 hr,6
2014-08-24,Sunday,2 hr,6
2014-02-17,Monday,7 hr,6
2014-07-04,Friday,0 hr,6
2014-08-01,Friday,11 hr,6
2014-09-11,Thursday,10 hr,6
2014-10-23,Thursday,12 hr,6
2014-01-15,Wednesday,16 hr,6
2014-03-30,Sunday,15 hr,6
2014-12-13,Saturday,10 hr,6
2014-07-31,Thursday,17 hr,6
2014-11-14,Friday,15 hr,6
2014-10-18,Saturday,7 hr,6
2014-02-12,Wednesday,14 hr,6
2014-08-02,Saturday,22 hr,6
2014-03-13,Thursday,17 hr,6
2014-11-24,Monday,21 hr,6
2014-12-14,Sunday,0 hr,6
2014-12-11,Thursday,13 hr,6
2014-02-19,Wednesday,16 hr,6
2014-01-29,Wednesday,21 hr,6
2014-07-11,Friday,21 hr,6
2014-02-06,Thursday,0 hr,6
2014-02-19,Wednesday,23 hr,6
2014-10-13,Monday,6 hr,6
2014-09-26,Friday,7 hr,6
2014-05-13,Tuesday,17 hr,6
2014-05-14,Wednesday,0 hr,6
2014-01-23,Thursday,9 hr,6
2014-02-01,Saturday,9 hr,6
2014-08-16,Saturday,13 hr,6
2014-01-26,Sunday,14 hr,6
2014-09-22,Monday,13 hr,6
2014-04-19,Saturday,17 hr,6
2014-06-20,Friday,7 hr,6
2014-08-30,Saturday,18 hr,6
2014-12-11,Thursday,20 hr,6
2014-11-19,Wednesday,15 hr,6
2014-11-29,Saturday,2 hr,6
2014-05-14,Wednesday,19 hr,6
2014-03-31,Monday,15 hr,6
2014-06-03,Tuesday,13 hr,6
2014-01-05,Sunday,0 hr,6
2014-10-14,Tuesday,13 hr,6
2014-01-30,Thursday,8 hr,6
2014-07-27,Sunday,19 hr,6
2014-11-29,Saturday,12 hr,6
2014-07-25,Friday,13 hr,6
2014-09-10,Wednesday,11 hr,6
2014-07-02,Wednesday,15 hr,6
2014-11-04,Tuesday,11 hr,6
2014-05-30,Friday,23 hr,6
2014-11-07,Friday,8 hr,6
2014-04-01,Tuesday,13 hr,6
2014-05-14,Wednesday,20 hr,6
2014-03-30,Sunday,23 hr,6
2014-03-08,Saturday,1 hr,6
2014-10-22,Wednesday,17 hr,6
2014-05-22,Thursday,20 hr,6
2014-05-13,Tuesday,20 hr,6
2014-01-31,Friday,15 hr,6
2014-12-26,Friday,19 hr,6
2014-11-05,Wednesday,11 hr,6
2014-10-21,Tuesday,23 hr,6
2014-09-04,Thursday,16 hr,6
2014-02-07,Friday,9 hr,6
2014-09-28,Sunday,9 hr,6
2014-07-29,Tuesday,9 hr,6
2014-04-09,Wednesday,7 hr,6
2014-07-09,Wednesday,23 hr,6
2014-07-25,Friday,14 hr,6
2014-12-02,Tuesday,13 hr,6
2014-10-14,Tuesday,12 hr,6
2014-08-31,Sunday,22 hr,6
2014-11-28,Friday,23 hr,6
2014-08-24,Sunday,19 hr,6
2014-08-25,Monday,22 hr,6
2014-09-25,Thursday,10 hr,6
2014-09-29,Monday,23 hr,6
2014-05-10,Saturday,21 hr,6
2014-09-17,Wednesday,10 hr,6
2014-02-18,Tuesday,8 hr,6
2014-02-05,Wednesday,18 hr,6
2014-06-13,Friday,11 hr,6
2014-08-30,Saturday,17 hr,6
2014-07-10,Thursday,10 hr,6
2014-12-12,Friday,0 hr,6
2014-06-26,Thursday,16 hr,6
2014-12-17,Wednesday,13 hr,6
2014-06-20,Friday,17 hr,6
2014-10-06,Monday,9 hr,6
2014-05-25,Sunday,19 hr,6
2014-04-03,Thursday,0 hr,6
2014-12-20,Saturday,7 hr,6
2014-03-06,Thursday,8 hr,6
2014-01-24,Friday,9 hr,6
2014-10-10,Friday,7 hr,6
2014-04-29,Tuesday,20 hr,6
2014-11-01,Saturday,12 hr,6
2014-06-16,Monday,12 hr,6
2014-08-10,Sunday,15 hr,6
2014-08-22,Friday,17 hr,6
2014-02-27,Thursday,12 hr,6
2014-08-17,Sunday,13 hr,6
2014-11-13,Thursday,19 hr,6
2014-06-06,Friday,17 hr,6
2014-02-10,Monday,17 hr,6
2014-07-22,Tuesday,15 hr,5
2014-04-18,Friday,16 hr,5
2014-12-14,Sunday,17 hr,5
2014-08-04,Monday,20 hr,5
2014-04-05,Saturday,8 hr,5
2014-04-13,Sunday,23 hr,5
2014-12-05,Friday,21 hr,5
2014-12-28,Sunday,3 hr,5
2014-10-17,Friday,13 hr,5
2014-07-02,Wednesday,8 hr,5
2014-11-16,Sunday,10 hr,5
2014-09-18,Thursday,16 hr,5
2014-02-09,Sunday,3 hr,5
2014-02-14,Friday,22 hr,5
2014-10-31,Friday,3 hr,5
2014-10-01,Wednesday,10 hr,5
2014-03-08,Saturday,20 hr,5
2014-03-23,Sunday,18 hr,5
2014-08-29,Friday,12 hr,5
2014-09-16,Tuesday,10 hr,5
2014-11-19,Wednesday,11 hr,5
2014-03-17,Monday,6 hr,5
2014-12-07,Sunday,15 hr,5
2014-08-10,Sunday,8 hr,5
2014-10-02,Thursday,23 hr,5
2014-02-08,Saturday,12 hr,5
2014-08-23,Saturday,11 hr,5
2014-12-15,Monday,12 hr,5
2014-01-10,Friday,8 hr,5
2014-01-13,Monday,5 hr,5
2014-06-17,Tuesday,8 hr,5
2014-11-21,Friday,14 hr,5
2014-12-22,Monday,22 hr,5
2014-08-16,Saturday,17 hr,5
2014-11-03,Monday,11 hr,5
2014-04-20,Sunday,17 hr,5
2014-09-22,Monday,14 hr,5
2014-03-02,Sunday,18 hr,5
2014-08-29,Friday,19 hr,5
2014-10-30,Thursday,19 hr,5
2014-03-28,Friday,10 hr,5
2014-09-27,Saturday,11 hr,5
2014-01-06,Monday,11 hr,5
2014-12-24,Wednesday,18 hr,5
2014-10-29,Wednesday,19 hr,5
2014-07-03,Thursday,15 hr,5
2014-02-19,Wednesday,8 hr,5
2014-05-15,Thursday,14 hr,5
2014-02-17,Monday,12 hr,5
2014-03-26,Wednesday,19 hr,5
2014-09-05,Friday,1 hr,5
2014-07-10,Thursday,9 hr,5
2014-02-03,Monday,16 hr,5
2014-06-27,Friday,6 hr,5
2014-01-25,Saturday,2 hr,5
2014-02-26,Wednesday,7 hr,5
2014-05-18,Sunday,23 hr,5
2014-06-13,Friday,1 hr,5
2014-08-27,Wednesday,12 hr,5
2014-09-19,Friday,0 hr,5
2014-10-10,Friday,16 hr,5
2014-09-28,Sunday,13 hr,5
2014-08-06,Wednesday,21 hr,5
2014-07-19,Saturday,12 hr,5
2014-11-03,Monday,12 hr,5
2014-01-04,Saturday,0 hr,5
2014-12-13,Saturday,17 hr,5
2014-06-25,Wednesday,18 hr,5
2014-02-12,Wednesday,0 hr,5
2014-10-01,Wednesday,0 hr,5
2014-04-11,Friday,7 hr,5
2014-12-31,Wednesday,20 hr,5
2014-09-15,Monday,22 hr,5
2014-11-13,Thursday,11 hr,5
2014-06-06,Friday,9 hr,5
2014-09-09,Tuesday,8 hr,5
2014-01-30,Thursday,13 hr,5
2014-07-26,Saturday,12 hr,5
2014-05-18,Sunday,16 hr,5
2014-07-03,Thursday,7 hr,5
2014-12-23,Tuesday,23 hr,5
2014-09-03,Wednesday,21 hr,5
2014-02-01,Saturday,21 hr,5
2014-12-06,Saturday,0 hr,5
2014-11-16,Sunday,9 hr,5
2014-01-13,Monday,13 hr,5
2014-01-31,Friday,7 hr,5
2014-04-21,Monday,22 hr,5
2014-08-03,Sunday,17 hr,5
2014-09-14,Sunday,20 hr,5
2014-08-23,Saturday,19 hr,5
2014-05-28,Wednesday,10 hr,5
2014-07-21,Monday,12 hr,5
2014-11-28,Friday,15 hr,5
2014-05-10,Saturday,13 hr,5
2014-07-06,Sunday,2 hr,5
2014-08-25,Monday,10 hr,5
2014-05-16,Friday,18 hr,5
2014-01-03,Friday,15 hr,5
2014-01-05,Sunday,19 hr,5
2014-06-15,Sunday,14 hr,5
2014-10-09,Thursday,9 hr,5
2014-12-28,Sunday,23 hr,5
2014-10-21,Tuesday,10 hr,5
2014-09-21,Sunday,18 hr,5
2014-07-01,Tuesday,20 hr,5
2014-03-05,Wednesday,9 hr,5
2014-07-26,Saturday,19 hr,5
2014-03-01,Saturday,2 hr,5
2014-07-08,Tuesday,19 hr,5
2014-03-09,Sunday,13 hr,5
2014-03-07,Friday,7 hr,5
2014-11-16,Sunday,16 hr,5
2014-09-18,Thursday,13 hr,5
2014-09-16,Tuesday,12 hr,5
2014-03-02,Sunday,14 hr,5
2014-08-07,Thursday,16 hr,5
2014-09-23,Tuesday,15 hr,5
2014-04-11,Friday,14 hr,5
2014-10-03,Friday,17 hr,5
2014-12-22,Monday,17 hr,5
2014-10-30,Thursday,18 hr,5
2014-11-28,Friday,8 hr,5
2014-01-24,Friday,8 hr,5
2014-01-18,Saturday,4 hr,5
2014-01-14,Tuesday,9 hr,5
2014-05-29,Thursday,21 hr,5
2014-01-26,Sunday,3 hr,5
2014-10-29,Wednesday,12 hr,5
2014-08-21,Thursday,15 hr,5
2014-05-22,Thursday,6 hr,5
2014-02-21,Friday,16 hr,5
2014-01-20,Monday,0 hr,5
2014-09-23,Tuesday,20 hr,5
2014-05-06,Tuesday,19 hr,5
2014-08-22,Friday,10 hr,5
2014-05-23,Friday,1 hr,5
2014-09-20,Saturday,2 hr,5
2014-07-18,Friday,11 hr,5
2014-05-15,Thursday,7 hr,5
2014-06-30,Monday,9 hr,5
2014-05-31,Saturday,21 hr,5
2014-02-04,Tuesday,11 hr,5
2014-10-22,Wednesday,10 hr,5
2014-07-15,Tuesday,16 hr,5
2014-05-22,Thursday,13 hr,5
2014-07-30,Wednesday,16 hr,5
2014-08-15,Friday,7 hr,5
2014-07-17,Thursday,1 hr,5
2014-03-20,Thursday,12 hr,5
2014-12-17,Wednesday,8 hr,5
2014-06-29,Sunday,2 hr,5
2014-10-07,Tuesday,17 hr,5
2014-08-26,Tuesday,19 hr,5
2014-04-20,Sunday,22 hr,5
2014-05-08,Thursday,11 hr,5
2014-04-20,Sunday,10 hr,5
2014-07-19,Saturday,20 hr,5
2014-02-09,Sunday,17 hr,5
2014-04-21,Monday,13 hr,5
2014-09-02,Tuesday,15 hr,5
2014-12-02,Tuesday,20 hr,5
2014-02-02,Sunday,10 hr,5
2014-09-26,Friday,15 hr,5
2014-10-10,Friday,21 hr,5
2014-04-02,Wednesday,13 hr,5
2014-06-26,Thursday,9 hr,5
2014-11-07,Friday,20 hr,5
2014-11-23,Sunday,8 hr,5
2014-11-16,Sunday,17 hr,5
2014-09-29,Monday,16 hr,5
2014-03-24,Monday,20 hr,5
2014-10-30,Thursday,7 hr,5
2014-08-24,Sunday,12 hr,5
2014-04-25,Friday,3 hr,5
2014-04-09,Wednesday,0 hr,5
2014-12-05,Friday,16 hr,5
2014-05-19,Monday,15 hr,5
2014-01-21,Tuesday,6 hr,5
2014-01-13,Monday,17 hr,5
2014-11-08,Saturday,17 hr,5
2014-01-15,Wednesday,12 hr,5
2014-12-29,Monday,14 hr,5
2014-11-09,Sunday,22 hr,5
2014-09-05,Friday,0 hr,5
2014-11-21,Friday,9 hr,5
2014-02-22,Saturday,14 hr,5
2014-07-21,Monday,1 hr,5
2014-09-03,Wednesday,17 hr,5
2014-05-09,Friday,0 hr,5
2014-03-04,Tuesday,13 hr,5
2014-01-14,Tuesday,17 hr,5
2014-05-25,Sunday,14 hr,5
2014-04-08,Tuesday,9 hr,5
2014-11-17,Monday,0 hr,5
2014-05-15,Thursday,9 hr,5
2014-06-19,Thursday,7 hr,5
2014-07-31,Thursday,8 hr,5
2014-09-28,Sunday,4 hr,5
2014-05-21,Wednesday,2 hr,5
2014-01-10,Friday,1 hr,5
2014-06-28,Saturday,14 hr,5
2014-05-20,Tuesday,12 hr,5
2014-08-31,Sunday,1 hr,5
2014-08-07,Thursday,7 hr,5
2014-02-11,Tuesday,23 hr,5
2014-02-03,Monday,7 hr,5
2014-02-18,Tuesday,6 hr,5
2014-05-25,Sunday,21 hr,5
2014-10-04,Saturday,2 hr,5
2014-04-18,Friday,2 hr,5
2014-08-22,Friday,22 hr,5
2014-06-04,Wednesday,0 hr,5
2014-11-04,Tuesday,6 hr,5
2014-10-26,Sunday,8 hr,5
2014-05-27,Tuesday,13 hr,5
2014-05-29,Thursday,0 hr,5
2014-01-09,Thursday,0 hr,5
2014-01-07,Tuesday,13 hr,5
2014-10-06,Monday,7 hr,5
2014-12-16,Tuesday,18 hr,5
2014-12-23,Tuesday,7 hr,5
2014-06-21,Saturday,20 hr,5
2014-06-12,Thursday,12 hr,5
2014-01-06,Monday,16 hr,5
2014-03-05,Wednesday,13 hr,5
2014-01-26,Sunday,10 hr,5
2014-05-13,Tuesday,15 hr,5
2014-07-18,Friday,16 hr,5
2014-08-05,Tuesday,7 hr,5
2014-09-21,Sunday,9 hr,5
2014-04-20,Sunday,3 hr,5
2014-07-19,Saturday,10 hr,5
2014-01-05,Sunday,21 hr,5
2014-04-13,Sunday,9 hr,5
2014-09-24,Wednesday,9 hr,5
2014-05-02,Friday,13 hr,5
2014-07-28,Monday,17 hr,5
2014-10-29,Wednesday,17 hr,5
2014-03-15,Saturday,1 hr,5
2014-06-23,Monday,7 hr,5
2014-12-30,Tuesday,9 hr,5
2014-04-15,Tuesday,12 hr,5
2014-06-22,Sunday,23 hr,5
2014-09-03,Wednesday,7 hr,5
2014-02-19,Wednesday,11 hr,5
2014-10-22,Wednesday,8 hr,5
2014-01-11,Saturday,3 hr,5
2014-09-26,Friday,12 hr,5
2014-04-22,Tuesday,12 hr,5
2014-11-14,Friday,13 hr,5
2014-03-19,Wednesday,10 hr,5
2014-10-18,Saturday,2 hr,5
2014-08-11,Monday,0 hr,5
2014-11-17,Monday,14 hr,5
2014-07-15,Tuesday,6 hr,5
2014-06-08,Sunday,4 hr,5
2014-08-15,Friday,9 hr,5
2014-04-20,Sunday,14 hr,5
2014-01-13,Monday,8 hr,5
2014-07-04,Friday,2 hr,5
2014-07-21,Monday,10 hr,5
2014-10-26,Sunday,13 hr,5
2014-02-18,Tuesday,11 hr,5
2014-05-31,Saturday,23 hr,5
2014-07-30,Wednesday,6 hr,5
2014-05-12,Monday,23 hr,5
2014-03-24,Monday,10 hr,5
2014-05-05,Monday,10 hr,5
2014-12-29,Monday,17 hr,5
2014-03-12,Wednesday,16 hr,5
2014-04-07,Monday,10 hr,5
2014-01-23,Thursday,21 hr,5
2014-03-01,Saturday,4 hr,5
2014-09-10,Wednesday,9 hr,5
2014-04-16,Wednesday,7 hr,5
2014-10-02,Thursday,6 hr,5
2014-07-29,Tuesday,11 hr,5
2014-08-07,Thursday,11 hr,5
2014-11-14,Friday,1 hr,5
2014-01-17,Friday,6 hr,5
2014-10-27,Monday,23 hr,5
2014-11-19,Wednesday,13 hr,5
2014-04-12,Saturday,15 hr,5
2014-06-16,Monday,23 hr,5
2014-03-16,Sunday,14 hr,5
2014-08-17,Sunday,3 hr,5
2014-05-18,Sunday,9 hr,5
2014-08-03,Sunday,15 hr,5
2014-09-05,Friday,22 hr,5
2014-01-25,Saturday,7 hr,5
2014-12-12,Friday,23 hr,5
2014-01-07,Tuesday,1 hr,5
2014-12-30,Tuesday,23 hr,5
2014-05-08,Thursday,13 hr,5
2014-03-22,Saturday,10 hr,5
2014-02-23,Sunday,12 hr,5
